text,label
عبدالیقوم,0
شوهلا,0
ریگوار,0
ستایش,1
صب,0
عبدالچیل,0
رزیانه,1
خوش سا عت,0
دلکش,0
بسریم,0
اسماعی,0
اشرف خانم,1
طیب احمد,0
علریضا,0
امیر شعبان,0
صانو,0
شغله,1
ماطلا,1
سعید رظا,0
ورهرام,0
شهر زا د,0
محمدشیرکوه,0
عفت بیگم,1
فدیر,0
باویل,0
شیرین جان,1
صغررا,1
روح ا له,0
محمر مراد,0
محمدهانی,0
پدارم,0
غزی,0
کرمضا,0
ابریشم,1
صمانه,1
شیرکو,0
مقدم علی,0
رجای,0
احمدضیا,0
صید احمد,0
شعبا نعلی,0
پکیرمحمد,0
عیلیر ضا,0
پیریوش,1
نورال,0
فرخ گل,0
سر تیپ,0
طولان,1
ابوکر,0
تراز,1
هناهیده,0
راه بی بی,1
جعفری,0
غریب حسین,0
محمد کاظم,0
سمیع الله,0
کرریم,0
مژگاتتن,1
منصیور,0
هیوش,0
مرد علی,0
حاج مراد,0
فاثق,0
پریده,1
وداد,0
کریستل,0
بختیار,0
محمد خاطر,0
سبیله,1
آی جمال,1
ماشای اله,0
نورعباس,0
خوش رو,1
بی بی لطیفه,1
مهری ال,1
ننه بزرگ,1
ماه عذار,1
هنیه,0
زرینه,1
فرشیبد,1
هشمت ال,0
یعقوبی,0
آفرتاج,1
رحمتی,0
حلمیه,1
سبز علی,0
اسد خان,0
مهشاد,0
ایوب ریبوار,0
علی کریم,0
سونیای,1
بن یامین,0
بیتا,0
صبری,1
میخانم,1
بیژن,0
عتی اکبر,0
لفته,0
محمى حسن,0
تاج الدولت,1
سریار,0
اکرم,0
خداویردی,0
بهکام,1
هیاتان,0
عطاره,0
ماه الدین,1
مبثم,0
مبارک علی,0
اعطاء الله,0
قدیسه,1
عیوب,0
معصیمه,1
علیرظا,0
سیرا,0
مراد قلی,0
ساریگل,1
امان سلطان,1
اله رضا,0
آزرم,1
سکبنه,1
محموود,0
پویز,0
میرداوود,0
سیابعلی,0
شعبانی,0
عب دالجلیل,0
دادمراد,0
فلیت,0
نجمی,1
نور حسین,0
کفایه,1
حلال,0
کوهزاد,0
سهام,0
طومار,1
محممد حسین,0
تواق دردی,1
مژده مژده,1
عظما,0
نیشتیان,0
حالت محمد,0
ره وه ز,0
سمیراله,0
حجت اله,0
بیرام گلدی,1
صدراله,0
نور سته,0
پاراحات,0
بخت بی بی,1
مزگان,1
عبیدالجلیل,0
حمد الله,0
عمر,0
عبدالطاهر,0
محمحد رضا,0
گلچین,1
قجر بانو,1
بورهان,0
هیما,1
نیلگون,1
هم ناز,1
گل صفا,1
تقان بی بی,1
جنت گل,1
الدوزه,0
ممتاز بیگم,1
قیز قید,1
نعمیه,1
عتیه ال,0
ماءالدین,0
مشیرالدین,0
سکینه بگم,1
احمد خان,0
نصیر,0
شوار,0
ماشاءاله,0
شهبانو,1
اباصت,0
تراج,1
مصعود,0
متیرا,1
امامه,1
گل چین,1
حسن صدر الدین,0
تابعه طلا,1
روزیتا,1
عباس قلی,0
آمنه,1
نعیم رضا,0
گلدانه,1
اوالفضل,1
میرزاحسین,0
محد شهاب,0
به افرید,1
محمد ساسان,0
امیر بهروز,0
یکسر,0
اله سجاد,0
سماعلی,0
آقا محمد,0
شکر خدا,0
عطابک,0
عبدل الله,0
جماعیل,0
شاجان,0
فریدین,0
مه گل,1
علهام,1
اقباله,1
سعید احمد,0
نبا تعلی,0
محمد رفیع,0
سیفالله,0
جیران,1
زربی بی,1
میرعلی اکبر,0
عبدل حقیص,0
فاروخ,0
آق اقلی,0
امداد,0
نسیرین,1
مباحعلی,0
گلکز,1
غفا,0
عبدالمعید,0
قوس,1
علیزضا,0
سواد,1
دروش,0
ملی,1
روزگار,1
حدالواحد,0
آقا کرم,0
ره,0
امیر عباس,0
عبدل هادی,0
آریابد,0
هاشمی,0
فروزن,1
ماهوت,1
سالام,0
جواده,1
بهردر,0
بهچت,0
لقاء,1
گناز,1
پرویش,0
حمدی,0
ماه نه نه,1
سریز,0
علیقو باد,0
امرحسین,0
میر روح اله,0
خحت اله,0
علمار,0
حاجی محمد,0
ابوحمزه,0
مقد معلی,0
هدایتاله,0
ثابت,0
هیمن,1
حبیبهخ,0
شهروز علی,0
بعزاد,0
استیره,0
ابولفضل,0
کانبی,0
فاریا,0
مندانا,1
ابوتافضل,0
قفیم,0
محمد حکیم,0
جافربگ,0
عرفه,0
شهر با نو,1
آویسا,1
محمد عیسو,0
عبدالساده,0
اسعمیل,0
شامیل,0
سپته,1
هیربد,0
شنبم,1
صاد ق,0
خروش,0
عاطفی,1
افین,0
صدریه,1
ماهور,1
دیدارعلی,0
اکتای,1
حمیده,1
هجار,0
محبت اله,0
آیریس,0
مقصوعلی,0
رودابه,0
مشیر,0
بسیه,0
زبیره,0
علی مراد,0
جهانفر,0
قدرت اله,0
توهفه,0
مهیسا,1
نازدولت,1
زهرا نیره,1
سبیتی,0
دلریوش,0
محمد سرور,0
آنا عراز,1
سیا,0
یدالله,0
پرستش,1
نرمان,0
نادرشاه,0
کانیاو,0
عاکول,0
لیاقت علی,0
گلچمن,1
نوز جان,0
زهرا زرین,1
صلبی,1
صونا بیگم,1
لیله,1
عبدل رضاق,0
ناحید,1
اکبری,0
میراسداله,0
نازیک,1
عظیم قلی,0
قارااش,0
لیمان,0
بصره,0
فاییزه,1
بهتام,0
صحیحه,1
مرد بی بی,1
فاطمه مژگان,1
اقای رشید,0
صفوه اله,1
غلام محسین,0
سکیداد,1
عبدالقوس,0
فزراد,0
قندآقا,0
میر احمد,0
عبدل عزیز,0
شوهر,0
حاجی محمود,0
شکیب,0
فر صت,1
محموداله,0
میر یدالله,0
آنه,1
فظیله,1
فیلیپوس,0
مروت الله,0
ال ناز,1
نازلی,1
محمکد,0
فرزوقه,0
واهن,0
ضیاء گل,0
قمری,1
الماس بگ,0
عزت لله,0
عبد القدیر,0
هعمای,0
جعفر معید,0
ملوس,1
سلاح,1
رقسه,1
حمد جواد,0
ثنایه,1
میر مهیار,0
شاصنم,1
صی جعفر,0
شه نوش,0
شریفه,1
قوشلی,0
کربم,0
مرحمت الله,0
خواجه محمد,0
سمکو,0
اغلتقان,1
جماعت,0
سرتپ,0
قمر الملوک,1
سرو ش,0
رفیجه,0
شاهباز,0
محمذعلی,0
صحبتعلی,0
مقیم,0
شاه زاده,0
امان صحت,0
ملاحت,0
علو یه,1
ارازدوردی,0
شکراله,0
شوکت علی,0
سعادت بگم,1
شیرلله,0
محمد طالب,0
فروع الدین,0
نور گلدی,0
اباسط,0
مه رویه,1
سفی,0
طیب علی,0
تایو یردی,0
قاسمی,0
بیوک آقا,0
ام البتی,1
جلبال,0
ایرانتاج,1
هوا,1
محر آرا,0
اسیر,0
احمدعلی,0
ید عبدالرضا,0
منیرالدین,1
طاغن محمد,0
کویستان,0
پری وش,1
وجیه الله,0
بختی نیاز,1
ضمیره,1
محمدیار,0
ماسلطان,0
نیکدخت,1
تیمور قلی,0
میر عباد,0
مهرزاده,0
مصدقه,1
صغری بیگوم,1
عبدلکریم,0
پور اندوخت,1
یمین علی,0
فرح روز,1
امیرحیدر,0
خان مراد,0
نورمند,0
قار محمد,0
بی بی سفیه,1
عبدالروس,0
مناء,1
فردود,0
سامعلی,0
زراره,1
میرجلال,0
لایذ,0
آژن,0
قرباندردی,0
پر وین,1
نوروردی,0
عبالرزاق,0
فتاح,0
طوطی خانم,1
بایرم بی بی,1
آفیه,1
میر میثم,0
جیلان,1
محد امین,0
علی یاز,0
چنو ر,0
جانب اله,0
ام سروه,1
کیان,0
عمید,0
گل قید,1
تا شجان,0
رز محمد,0
فاطیما,1
صغر ی,1
مهین خانم,1
طوف,1
مر ظیه,1
صید میرزا,0
مبدا الخالق,0
نازعنبر,1
نه نه,1
شهباز,0
کامیلیا,1
علی سینا,0
تمیر اله,0
صذیقه,1
ناطر,0
حمادی,0
اسلاله,0
محمد رضی,0
ثریاد,1
شازنان,0
سارابیگم,1
ارتمیس,1
موسی ا,0
سی,0
ژامک,0
شاین,1
عبدالخان,0
شیعب,0
محمد قلیچ,0
امیر سامان,0
شاه نساء,1
هاجر بیگم,1
کیهان نوش,0
ماشاالله,0
رخمان,0
صدقیه,0
سا مان,0
راظیه بگم,1
حمزه,0
یسراء,0
ساده میر,0
موسی علی,0
عبدالسمیغ,0
محمد عارف,0
انژیلا,1
عبدل شکور,0
نورالله,0
سامد,0
افسر آقا,0
فرج ناز,0
میر غیاث الدین,0
عزالله,0
ملیسا,1
میر ناصر,0
لقط,0
قدرانه,0
تشکیل,1
حضرت قلی,0
زبور,1
بهنلم,0
زرتاج,1
مرمی,1
الناز,1
اصغرعلی,0
لیمه,0
محمد چواد,0
عبدالجاسم,0
حاحد,0
آرشام,0
گل بانو,1
عبدالعزیز,0
حاج انسیه,1
ازاد علی,0
محمدولی,0
مغعصومه,1
سوزنده,1
سدریه,1
قارجان,1
رجعلی,0
احدرضا,0
رضا خون,0
گل ولی,0
سو لماز,1
ابوجهاد,0
هاشمه,1
داوود,0
امر الله,0
بی بی فافیه,1
الاه یار,0
عبالعزیز,0
بایزی,0
ربیه,1
جهلنگیر,0
مرد قلی,0
محمدتقی,0
دلیله,1
شهر بان,0
مجبتی,0
هنوش,1
ا عظم,1
عبدالخضیر,0
ویلنا,0
سر خوش,0
صبلی ناز,1
ادم,0
گلمحمد,0
یا ر محمد,0
صامعه,0
بی بی سخیده,1
میر قدرت,0
نجم	الدین,0
آرشینه,0
نمحسن,0
فرح وش,1
عبدالکاظم,0
آسیه,1
باریام,1
شهیین,1
فرحه,1
محمد عرفان,0
فره لقا,1
محمد شاپور,0
تاج الدوله,1
اکرم خان,0
زولف علی,0
سرخوش,0
سحاب,0
دخیل عباس,0
خاله شیرین,1
بیگم سلطان,1
دینیار,0
گل نساء,1
مشهدبی بی,1
عبدالخاق,0
عظم,1
ملایار,0
حبیبب الله,0
میررحیم,0
اغل گل,1
میر طاها,0
ضیاءالله,0
بنیه,0
فرج اله,0
محمد باقر,0
فیصل,0
عزتالهی,0
مسغود,0
خانقلی,0
تهران گل,1
ماه جبین,1
امده,1
ایشه,1
اعتبار,0
نوبار,1
اله حسین,0
آرازبیدی,0
بسنح,0
می حمیدر,0
ثویده,1
زری گل,1
ناهبد,1
میرعبدالحسین,0
لاوین,0
گلسیما,1
میرمنصور,0
میر زمان,0
فویاد,0
جعفر صادق,0
شمس خاتون,1
گل جوهر,1
سامرند,0
ز ینب خا تو ن,1
هسل بی بی,1
طلار,0
اق مراد,0
پاکان,0
کاسعلی,0
ضیاء,0
نصرت علی,0
صفر	علی,0
فرنگناز,1
مرادحسن,0
غلامکرضا,0
عبدال مختار,0
نازلو بیگم,1
آ مینه,1
محمدجسیم,0
احسین,0
شوزبعلی,0
بلور,0
منصور الزمان,0
مهر بان,1
نوراندیش,1
منیکا,1
سلیم رضا,0
حنیف رضا,0
رجیم,0
یروانه,1
فوزیه,1
بیگم ال,1
ترگس,1
اشرف الملوک,1
رامان,0
ابرایهم,0
رایب,0
ترنج,1
حمید اله,0
احد اله,0
جمیل احمد,0
بهبود علی,0
اورال,1
ایشاالله,0
قدیرعلی,0
نوهاد,0
عبدالفغور,0
مععومه,1
عبدارحیم,0
انابیرام,1
حبار,0
افق,1
فرحبد,0
مولودی داد,0
فرج الله,0
بک میرزا,0
ابتسلم,1
شیرین جمال,1
فرح انگیس,1
پجمان,0
نوربیبی,1
عیان,0
هلیحه,1
عبدال عزیز,0
آرتین,0
مشهدقلی,0
اسیونا,1
نارگا,1
محبوب ال,0
مونیره,1
لطیف قربان,1
شعیب,0
مرادحسین,0
محزز,0
اله برن,0
جینا,1
صوفا,0
خیر نساء,1
قارداش,0
جانی,0
امر اله,0
عهداله,0
آغازاده,0
حمدالله,0
امیر رضا ,0
فرحناک,1
هفضه,1
نصر الدین,0
ارلمین,0
عبد الکاظم,0
راهیه,0
اکرام بگ,0
عباالمطلب,0
ازنوش,1
پاکروان,0
برافاص,0
راخدا,0
بنی احمد,0
یونسور,0
صدیق,1
امته اله,0
هادی,0
معصوم علی,1
عبدالاهادی,0
عطهره,1
بروانه,1
حشمت اله,0
ساد نا,1
عبدتعزیز,0
صفیرا خانم,1
رحمان علی,0
قنبر علی,0
حبیبه خاتون,1
جفان,0
مهسیما,1
ناز قربان,1
میرزاولی,0
سودایه,1
کیان لونگ,0
قدوم,0
سخاوه,1
سامه,1
تقان محمد,0
قمرناز,1
عب الر ضا,0
ربیع علی,0
سجاده,0
صلا,0
اروجعلی,0
خوش مقدم,1
ماهی سلطان,1
سد شمس الدین,0
رحم الله,0
علی وردی,0
رجیب,0
رستم علی,0
جیمن,0
شهبانعلی,0
تول,0
محمد ذاکر,0
شهره آفاق,1
بدالرضا,0
فرؤین,1
صاره,1
سوره,1
میر اصغر,0
نازاره,1
توحیدقلی,0
محیار,0
بیوکعلی,1
امیر مهیار,0
منور خانم,1
لال بی بی,1
حومه,1
عنیایت الله,0
کاکا مراد,0
امینته,0
سونیا,1
بابکر,0
مهین بانو,1
صفویه,1
محمد سبحان,0
محمداحسان,0
عبدالحکیم,0
فارز,0
طنازال,1
اسد علی,0
حسن جان,0
ماه انور,1
اجور,0
امیرخسرو,0
شیرویه,1
مهزییار,0
زیدان,0
اسماتعیل,0
شیدمحمد,0
امرالله,0
میر عوض,0
قربانسلطان,0
صونه,1
بی بل,1
سیرویس,0
پریشان,1
میناء,1
گل شیرین,1
سرگیس,1
نیک دخت,1
سایره,1
علینظر,0
عاشورجان,1
گوهر طلا,1
نورالنساء,1
محرتم,0
الدوز,0
شوان,0
ادی گوزل,1
عادلرضا,0
باجی خانم,0
حضراله,0
غللامعلی,0
نسیبه,0
گل بوته,1
خزر,0
بازرگان,0
جبین,0
علی مولایی,0
عناد,0
میرزا ولی,0
جمشبد,0
زبیده بیگم,1
شربت,1
میرضا آقا,0
مهدیس,1
نظر,0
هژیر الدین,0
صلاح الذین,0
قیطاز,0
میثاق,0
پریجان,1
اعلا نور,1
شعبانعی,0
پناهی,0
عقیقه,1
نصر الاه,0
مه روز,1
رمضا ن,0
عبدل باقر,0
تراب علی,0
راستین,0
شیعه,0
شیبان,0
امینه,1
سلوک,1
میر وهاب,0
شهام,1
اباهیم,0
محمد نایب,0
یسنا,0
روین,0
فخرتاج,1
کیمه,1
ضیایدین,0
غلا محسین,0
کمند علی,0
نازیتا,1
گل رز,1
هاتم,0
ایرانا,1
روزین,1
شرافدین,0
کریم داد,0
مقربه,1
تاتیانا,1
شیث,0
قاسم,0
ننه گیو,1
عراز قربان,0
مونا,1
کتایون,1
عصم,0
میر کلام,0
حامد علی,0
سافی,0
میربیوک آقا,0
میرهاشم,0
اراز بی بی,1
تریمان,0
حلیل,0
مهرشید,0
علی پاشاه,0
گل خاطر,1
گلناز,1
عزیزمراد,0
آزو,1
فواد الدین,0
ایش بای,1
خطیب,0
مهتابه,1
فضیه,1
حجتالله,0
محمود آقا,0
ابولقاسمی,0
تقای مراد,0
خانم لعیا,1
ر خسا ر ه,0
ابراحیم,0
فیروزه,1
مهر افروز,1
محمد صاذق,0
عوضعی,0
حسین بخش,0
جهان گیر,0
زرغام,0
ماه نساء,1
محمد رجب,0
اقای,0
اله	ویردی,0
نازاری,0
آی سونا,1
اعجاز احمد,0
میر میلاد,0
شیفع,0
حاج مصطفی,0
نتاج,0
العباس,0
زهرا بی بی,1
عبدالجباری,0
مستوره,1
ضیاءالدین,0
خاله,1
حکیمیه,1
منتظری,0
ارز,0
پررین,1
علی احمد,0
فرخ علی,0
عشقعلی,0
الهورد,0
مقدوده,0
امه	حبیبه,1
صاحره,1
امانت,1
کوکعلی,0
امیراسعد,0
امیرشاهین,0
سامعه,1
گنجان,1
اراز قلچ,0
خیر ا لا,0
مولایار,0
نورجهان,1
اقلیماه,1
حانی,1
مولانا,0
سیرو س,0
عبد الثدوس,0
عبالجلیل,0
خدیوی,1
رنمت,1
ابوافضل,0
وحی الدین,0
انبتا,1
نعمت ا,0
میرحیدر,0
پراشان,0
طلوع,1
محمد ایوب,0
کلیمه,1
شغبان,0
میر مهدی,0
وح اله,0
ای محم,1
فرزیه,0
اقبال,0
الهوری,0
صدر اله,0
سایمان,0
عبدالحبیب,0
تاپدوق,0
اقام اوغلان,0
امیر محمود,0
امیرجمال,0
الله پناه,0
کوچک گل,0
اله بداشت,0
حمید ضا,0
عوض وردی,0
غنی الله,0
عباسعلی,0
فرشین,0
غزل,1
یزدان یزدان,0
حمیده بانو,1
قسمت اله,0
حسنا,1
شهره بانو,1
ولی خان,0
تازگل,1
سالخ,0
بی بی ماشااله,1
خذیجه,1
کریمی,0
راشوند,0
آق قلی,0
نورالاه,0
قشم,0
نوریاغبی,0
انشاءاله,0
شجاع الدین,0
بیگزاده,0
قلیج,0
نیکروز,0
غزانه,1
یدا لله,0
سلمی ناز,1
محمدشریف,0
کری,0
نایره,1
اشتر,0
رستم خان,0
فیروزه ال,1
برارعزیز,0
نورجان,0
کلمبیز,0
پریرخ,1
وکیل احمد,0
میر محمد باقر,0
نظرعلی,0
علی صالح,0
رادا,0
عین	اله,0
فرزین ض,0
میتلاد,0
عبدالفهور,0
میرنجف,0
خشروزه,0
امه کلثوم,1
اله داد,0
هیوا,0
تمشک,1
جملیه,1
عبد الخالق,0
بهرام نظری,0
حبیبه شهین,1
طوطی جان,1
ثواب,0
جهانداد,1
ذاکر,0
مصری,0
جمیل,0
اسفندیلر,0
فرتیپ,0
اسفد یار,0
سوریه خانم,1
عبدالمحمد,0
زریبا,1
ملنگ,0
زینالعابدین,0
جعغر,0
خالدین,0
ینصر,0
نایین,1
هوبان,0
ارجب,0
کما الدین,0
ضابطه,1
روح اللله,0
آنیتا,1
قرنی,1
امیر فرج,0
سعیذه,0
سهند علی,0
عرض گردی,0
حیکم,0
بانو مهوش,1
جایق,0
حسنا ال,1
ثمن طلا,1
سر گرد,0
عمادالدین,0
عبلحسن,0
پانی,0
محمدنقی,0
محمد مجید,0
ساوش,0
عبدالراشد,0
عسگر,0
مکثومه,1
شاه بگم,0
آذین,1
مملکت,0
شاهدوست,0
سلامه,1
ندیم,1
ابرراهیم,0
توریه,0
غلا محسن,0
فریدا,0
انورالملوک,1
ز هر ا,1
عصمت خاتون,0
نجمالدین,0
خان عمو,0
شبر,0
عطاجان,0
گل شور,1
مونس علی,0
سیف,0
بستانعلی,0
بی بی نفس,1
ابات,0
طا هر ه,1
اذر هوشنگ,0
بمانی,0
قمر ال,1
ابولفتح,0
گل نبات,1
عیدالعلی,0
بانو نرجس,1
سولملز,1
مزدک,0
برگعلی,0
کرم علی,0
تمام زر,1
ودیعه,0
اعلا,1
عبدالحافظ,0
میر پیمان,0
زهراخاتون,1
روجیه,1
بدیره,0
فاضل محمد,0
عبدالانبی,0
مایحه,1
مولود خانم,1
سنورا,1
طاهرز,1
ثانی,0
گوفار,1
تامانج,0
بقیت الله,0
میر قیاص,0
رحمان نارنج,0
یغما,0
صیف الدین,0
عبدل حلیم,0
حسن دریس اوی,0
نه نه جانی,1
آی تای,1
مهنام,1
رنوش,1
لقمان,0
کیمن,0
فریه,1
زیلا,1
امیر پوریا,0
کزال,1
خرمان,0
شایسته,1
ماکه,0
ایراچ,0
نیلوفرال,1
یارمحمد,0
ارازطواق,0
شیوه,1
طاهری,1
سپیده سمیه,1
نقدعلی,0
لیسان,1
بهمنام,0
پناه علی,0
سامران,0
بابکی,0
بالاجه,1
بونم,0
مراد نیک,0
بی بی عروس,1
عبدالباقر,0
محمدآزاد,0
نصیراحمد,0
علی فرج,0
یدالا,0
میرپرویز,0
زری,1
اسدی,0
صیدنظر,0
نصرت,0
سروز,1
سروراعظم,1
مرادرسول,0
هلیناه,1
عبدال رحمان,0
شادی,1
علی	اوسط,0
زهراا,1
لوی,0
مهشید,1
باوند,1
عبدل رضا,0
طاوس,1
زاشد,0
گوی,1
هاجر ال,1
سرفنا,1
ملیح,1
صدیه,1
فاطیمه,1
زینب خانم,1
میترا,1
تاج ماه,1
باباخان,0
افشاد,0
شریفی,0
جونید,0
حجت اللاه,0
پونیا,1
سبلان,0
عاریه,1
حولیر,1
محمد هیوا,0
عبدالحصاب,0
مرسلین,0
محمدقادر,0
مرادمحمد,0
مارمار,1
قصه خاتون,1
گل احمند,0
قاهر,0
پریخواه,1
مرتضیچ,0
گل سیم,1
فتهعلی,0
چواد,0
هدا بیگم,1
علی موسی,0
زین الدین,0
لندینا,0
حجیه,1
پو نه,0
صلبر,0
انا صحت,1
بتول ال,1
صقری,1
سود معلی,0
سوبل,0
غنچه,0
حوری لقا,1
ابواتلفضل,0
ارسطو,0
فرح زیبا,1
گلر,1
نکه,0
فرزادد,0
حاجی کریم,0
شفیق الله,0
النا,1
زاهید,1
محمد رشید,0
عبدالجلال,0
صفاء,0
علی خواست,0
سیماک,1
نیله,1
نیم تاج,1
سکیاوه,1
شاذب,0
ایدانا,1
شفابخش,0
شهنو ر,1
ماشای الله,0
عبالمحسن,0
غربانعلی,0
سرمیتگ,0
ممدرضا,0
معصومه,1
امیر هاشم,0
امید مراد,0
احسن اله,0
حسین آقا,0
کوالثوم,1
محد رضا,0
نابغه,0
نودسته جواد,0
بهنالم,1
لیلا بیگم,1
مهبیبی,1
بکره,0
شیر واله,0
کامجو,0
رمینا,0
عارفه ال,1
تور ج,0
مرضی,1
قارد,0
بیاض,0
فاءزه,1
عبدالحیف,0
مینوره,1
صورت علی,0
احتشام,1
ساره بیکم,1
حوا گل,1
رافیک,0
ز هر ه,1
بنفشه ال,0
عبدل یوسف,0
عمالدین,0
ناصرعلی,0
گلخانم,1
جهان پور,0
سیعدالله,0
عبلسعلی,0
ملکه افاق,1
گلدسته,1
غلام اکبر,0
سبا,1
کوثر,1
ر خشند ه,0
نصذرت,0
سدیف,0
عضمت اله,0
اغچه,1
سمییه,1
سبمیه,1
بهادور,0
بی بی ن,1
ارویین,0
ابراهیمی,0
صیاده,1
جعفر,0
امیراسماعیل,0
خواجه نفس,0
فاطمه خانم,1
اچمد,0
قهمان,0
حسن بگ,0
ذکرالله,0
نی الله,0
شهن تاج,1
فیضیه,1
تقدیرعلی,0
خاتلید,0
ندیل,1
حکمت اله,0
خان داداش,0
گل پر,1
ابدال,0
زهرا السادت,1
تامیلا,1
بهمن علی,0
عبدالباری,0
احمدی شاد,0
چمن علی,0
عزیز محمد,0
عر فان,0
شکوفه ال,1
باقر,0
درخشان,1
گلین,1
بی بی حلیمه,1
مختارعلی,0
دامین,0
شجاع علی,0
کوکب,1
حلیه,1
آی گل,1
جمعه درودی,1
ایلما,1
شه دخت,1
مک علی اکبر,0
رجبقلی,0
هو شمند,0
محمدثه,0
ر حما ن,0
ال	ام,1
حریبه,0
ماه بس,1
اللر,0
عبدالعلی,0
صاحب سلطان,1
عبادالله,0
نظمیه,1
آرلین,1
رابعه,1
روانبخش,0
صفیار,0
کارگر,0
غلام نری,0
حاجی دردی,0
امهانی,1
نانوش,1
راهی,0
عبادلله,0
باکزر,0
بهنار,1
آغانازار,0
ریگو,0
عبدالصالح,0
امان نیاز,1
احید,0
خان علی,0
گل مار,1
صمد حلیم,0
مهرنوش,1
میرمحمود,0
ماشاءالله,0
یحیا,0
سف الله,0
قرباگلدی,0
محمد منصور,0
قاطع,0
چراغلعلی,0
سودکار,0
شا دی,1
آریو,0
حبیب الا,0
صمیم,1
امیبن,0
نشاط,1
ام لکلثوم,1
سلمان,0
ها یده,1
امیر کیانوش,0
عا دل,0
محمدعیسی,0
مرجانه,1
گل شاه,1
کامیز,0
خنعلی,0
بی بی طیبه,1
دیوا,1
نورخاتون,0
حوریا,1
شعابان,0
گل ارا,1
بامی,0
سینعلی,0
حلا,0
لام علی,0
مه لقا,1
اراسته خانم,1
سلامت اله,0
میرکمال,0
میر امین اله,0
شرا فت,0
میرناصر,0
مریم خاتون,1
بیداد,1
نورزو,0
موهذوبه,0
نیره,1
سهیلیه,1
دبهزاد,0
نازدانه,1
اسفنیار,0
انشاء الله,0
حمیذرضا,0
سمن,1
نیاز بی بی,1
میر تقی,0
سجتد,0
حست,0
پیوسته,1
عنایتاله,0
عبدالبصیر,0
هولاکو,0
ندر,1
تاج بانو,1
اصداله,0
تهی محمد,0
شکوه ال,1
عشعلی,0
اراز وردی,0
میعلی,0
بی بی رابغه,1
فطانه,1
فریحه,0
سبحان قلی,0
اکرو,0
محب الدین,0
نذرعلی,0
میرفرید,0
ماشا ء الله,0
محمد غدیر,0
نوران,1
آرن,0
عبد ارضا,0
حاج نصرت الله,0
بومان,0
شاوه,0
عزت بانو,1
تایلان,1
ترکی,1
سروگل,1
طوبی زر,1
مهتاز,1
مخنار,0
هناء,0
آتامعلی,0
عزیز الدین,0
محمرضا,0
پیرامعلی,0
بیدار,1
ماشتالله,0
ادحم,0
رامبود,0
حالت بردی,1
بی بی منصوره,1
طرب ماه,1
رویز,1
بهشید,1
مرغدبعلی,0
عبدالعقفور,0
مرگان,1
قربان سعید,0
معدی,0
افریده,1
تازه گل,1
ساره خاتون,1
سرورخانم,1
بگوم جان,1
محمد شهاب,0
اسما ییل,0
رام تین,0
شمس تاج,1
زکیه,1
ورق علی,0
الخام,0
سخید,0
مهرنساء,1
دیااکو,0
عوض الله,0
ادله,1
فاضل,0
نصراله,0
تاری بس,1
بزرگ مهر,0
تاغان محمد,0
قوص الدین,0
قدم جان,1
مغصومه,1
ارال,0
ذ بیح ا,0
علیا صغر,0
زحمت,0
مهصا,1
گل دانه,1
اسلامقلی,0
تالین,1
دایار,0
کفایت,1
مهرنگار,1
احمدی,0
ثالح,0
ضحاد,0
بستر,0
صوفی,1
رضی,0
طرما,0
فادینا,0
عبراهیم,0
عیسی بگ,0
بهرام گل,0
عمه خانم,1
سار اله,0
گل رخ,1
عنایت,0
رجب گلدی,0
امه نساء,1
میرسعید,0
اقدس السلدت,1
سونا,1
نورالستین,0
نسابیگم,1
عبدل کمال,0
نگور,0
اروم,1
بی بی خطیبه,1
جتبی,0
نانسی,1
زیار,0
رضوان ال,1
حمید بردی,0
نعیما,0
بلاغعلی,0
ذلفی,1
جهانگجیر,0
علی نقی,0
پیرزاد,0
نصرت اله ا,0
شرمت اله,0
مسعد,0
ملک جهان,0
عطا جان,0
محمدخلیل,0
ابیدالله,0
قمرالنساء,1
میرنادر,0
شاه حسین,0
طهمز,0
اسعیل,0
محمد وسیم,0
افسان,1
یزدان دخت,0
دل نیا,1
محمد غفران,0
حسا الدین,0
ندا ل,1
ستاربردی,0
مشکات,0
آبین,0
قپانی,0
ید الاه,0
رویاخانم,1
بالاکش,0
فزهاد,0
فظل اله,0
ژاک,0
بهنیا,1
یعغوبعلی,0
عبدلصداقت,0
سنجر,0
گل اصلان,0
زامل,0
سیی بهنام,0
امیر محسن,0
تحید,0
محمدحصیب,0
ملیخه,1
عبدولله,0
حمیید,0
پیان,0
کوه یار,0
جهان تاب,0
نیسان,0
مد,0
گلایل,1
تحسین,1
شی,0
بیلت,0
برهان الدین,0
تمدن,1
زبی,0
محمد اسماعیل,0
پولی,1
شبهن,0
گزل بی بی,1
ایل بیگی,0
تیره,0
تقی لله,0
سقرا,0
یگن بی بی,1
ای هان,1
ربیع,0
فرشید,0
دولت جمال,1
مهدی علی,0
میر عیسی,0
سیودا,1
اق اورلی,0
قیده,1
مشفق,0
اراز سلطان,0
افصانه,1
کریت,0
سناء,1
شرف خان,1
روحاد,0
آینور,1
سولاله,1
اکدم,1
ناز خاتون,1
نو ید,0
اسما ء,1
عبتس,0
سعیدیه بیگی,1
ابرا هیم,0
عسگر علی,0
توماژ,0
علی ماندگار,0
بالعلی,0
عبدالوهاب,0
پزاد,1
عبد الزاهرا,0
زوریتسا,0
کرت,0
دواود,0
نفهت,0
سلام گل,1
وسیعه,1
سپده,1
رزمی,0
